 283)	196
 284)	38
 285)	144
 286)	219
 287)	12
 288)	68
 289)	56
 290)	220
 291)	157
 292)	193
 293)	212
 294)	66
 295)	158
 296)	114
 297)	63
 298)	132
 299)	139
 300)	48
 301)	90
 302)	169
 303)	245
 304)	250
 305)	162
 306)	65
 307)	70
 308)	120
 309)	156
 310)	112
 311)	38
 312)	180
 313)	241
 314)	190
 315)	117
 316)	158
 317)	74
 318)	158
 319)	125
 320)	174
 321)	208
 322)	177
 323)	30
 324)	159
 325)	130
 326)	128
 327)	72
 328)	127
 329)	148
 330)	214
 331)	177
 332)	72
 333)	74
 334)	75
 335)	93
 336)	108
 337)	33
 338)	138
 339)	250
 340)	173
 341)	49
 342)	96
 343)	170
 344)	14
 345)	237
 346)	228
 347)	28
 348)	102
 349)	130
 350)	30
 351)	111
 352)	160
 353)	103
 354)	215
 355)	250
 356)	183
 357)	203
 358)	203
 359)	146
 360)	10
 361)	94
 362)	155
 363)	184
 364)	212
 365)	184
 366)	4
 367)	217
 368)	149
 369)	71
 370)	120
 371)	109
 372)	103
 373)	25
 374)	0
 375)	28
 376)	50
 377)	76
 378)	144
 379)	173
 380)	246
 381)	149
 382)	225
 383)	136
 384)	131
 385)	9
 386)	249
 387)	53
 388)	246
 389)	96
 390)	249
 391)	65
 392)	23
 393)	216
 394)	125
 395)	38
 396)	156
 397)	96
 398)	65
 399)	135
 400)	88
 401)	239
 402)	254
 403)	78
 404)	110
 405)	5
 406)	47
 407)	63
 408)	43
 409)	2
 410)	253
 411)	90
 412)	234
 413)	120
 414)	97
 415)	211
 416)	180
 417)	201
 418)	5
 419)	68
 420)	78
 421)	185
 422)	110
 423)	47
 424)	203
 425)	122
 426)	122
 427)	201
 428)	245
 429)	245
 430)	119
 431)	42
 432)	26
 433)	87
 434)	149
 435)	230
 436)	41
 437)	12
 438)	113
 439)	2
 440)	30
 441)	139
 442)	50
 443)	53
 444)	95
 445)	76
 446)	179
 447)	109
 448)	190
 449)	214
 450)	88
 451)	89
 452)	211
 453)	191
 454)	4
 455)	125
 456)	18
 457)	217
 458)	30
 459)	111
 460)	115
 461)	17
 462)	42
 463)	79
 464)	173
 465)	111
 466)	126
 467)	116
 468)	71
 469)	1
 470)	28
 471)	126
 472)	26
 473)	45
 474)	180
 475)	85
 476)	38
 477)	48
 478)	242
 479)	160
 480)	136
 481)	218
 482)	109
 483)	58
 484)	142
 485)	142
 486)	245
 487)	116
 488)	37
 489)	26
 490)	206
 491)	130
 492)	249
 493)	116
 494)	97
 495)	241
 496)	193
 497)	219
 498)	228
 499)	181
 500)	36
 501)	140
 502)	70
 503)	1
 504)	125
 505)	18
 506)	166
 507)	150
 508)	111
 509)	184
 510)	140
 511)	87
 512)	111
 513)	128
 514)	245
 515)	34
 516)	107
 517)	234
 518)	116
 519)	91
 520)	156
 521)	226
 522)	12
 523)	50
 524)	124
 525)	141
 526)	180
 527)	128
 528)	216
 529)	149
 530)	28
 531)	238
 532)	169
 533)	175
 534)	152
 535)	84
 536)	98
 537)	49
 538)	135
 539)	3
 540)	88
 541)	59
 542)	84
 543)	152
 544)	0
 545)	49
 546)	175
 547)	251
 548)	195
 549)	108
 550)	233
 551)	60
 552)	1
 553)	162
 554)	144
 555)	166
 556)	127
 557)	165
 558)	145
 559)	15
 560)	240
 561)	17
 562)	245
 563)	87
 564)	2
 565)	64
 566)	12
 567)	105
 568)	228
 569)	124
 570)	24
 571)	94
 572)	34
 573)	141
 574)	140
 575)	29
 576)	208
 577)	203
 578)	120
 579)	249
 580)	170
 581)	157
 582)	206
 583)	8
 584)	113
 585)	173
 586)	221
 587)	241
 588)	119
 589)	106
 590)	17
 591)	58
 592)	79
 593)	177
 594)	135
 595)	240
 596)	182
 597)	59
 598)	219
 599)	239
 600)	189
 601)	252
 602)	34
 603)	245
 604)	125
 605)	126
 606)	6
 607)	85
 608)	104
 609)	11
 610)	183
 611)	193
 612)	118
 613)	179
 614)	59
 615)	108
 616)	104
 617)	175
 618)	86
 619)	152
 620)	29
 621)	130
 622)	116
 623)	34
 624)	171
 625)	20
 626)	238
 627)	17
 628)	177
 629)	211
 630)	124
 631)	17
 632)	202
 633)	100
 634)	224
 635)	250
 636)	22
 637)	222
 638)	199
 639)	147
 640)	141
 641)	203
 642)	142
 643)	119
 644)	99
 645)	23
 646)	248
 647)	17
 648)	246
 649)	242
 650)	91
 651)	246
 652)	52
 653)	26
 654)	250
 655)	205
 656)	159
 657)	85
 658)	166
 659)	177
 660)	118
 661)	92
 662)	182
 663)	154
 664)	151
 665)	23
 666)	2
 667)	241
 668)	70
 669)	128
 670)	74
 671)	59
 672)	184
 673)	226
 674)	170
 675)	196
 676)	93
 677)	207
 678)	136
 679)	204
 680)	65
 681)	55
 682)	18
 683)	254
 684)	70
 685)	93
 686)	191
 687)	151
 688)	82
 689)	131
 690)	184
 691)	211
 692)	239
 693)	95
 694)	121
 695)	101
 696)	77
 697)	168
 698)	118
 699)	207
 700)	15
 701)	83
 702)	126
 703)	14
 704)	126
 705)	194
 706)	176
 707)	109
 708)	126
 709)	151
 710)	240
 711)	187
 712)	184
 713)	35
 714)	124
 715)	153
 716)	171
 717)	187
 718)	249
 719)	29
 720)	47
 721)	115
 722)	131
 723)	226
 724)	170
 725)	227
 726)	172
 727)	222
 728)	134
 729)	169
 730)	12
 731)	117
 732)	77
 733)	215
 734)	19
 735)	240
 736)	192
 737)	131
 738)	146
 739)	210
 740)	59
 741)	242
 742)	199
 743)	11
 744)	55
 745)	37
 746)	48
 747)	4
 748)	229
 749)	63
 750)	60
 751)	131
 752)	185
 753)	111
 754)	246
 755)	101
 756)	90
 757)	11
 758)	252
 759)	155
 760)	153
 761)	0
 762)	178
 763)	82
 764)	59
 765)	11
 766)	138
 767)	6
 768)	170
 769)	143
 770)	60
 771)	189
 772)	202
 773)	154
 774)	93
 775)	238
 776)	129
 777)	180
 778)	95
 779)	30
 780)	209
 781)	74
 782)	18
 783)	93
 784)	77
 785)	7
 786)	196
 787)	184
 788)	95
 789)	70
 790)	165
 791)	108
 792)	126
 793)	207
 794)	16
 795)	152
 796)	-1
 797)	-1
 798)	-1
 799)	-1
 800)	-1
 801)	-1
 802)	-1
 803)	-1
 804)	-1
 805)	-1
 806)	-1
 807)	-1
 808)	-1
 809)	-1
 810)	-1
 811)	-1
 812)	-1
 813)	-1
 814)	-1
 815)	-1
 816)	-1
 817)	-1
 818)	-1
 819)	-1
 820)	-1
 821)	-1
 822)	-1
 823)	-1
 824)	-1
 825)	-1
 826)	-1
 827)	-1
 828)	-1
 829)	-1
 830)	-1
 831)	-1
 832)	-1
 833)	-1
 834)	-1
 835)	-1
 836)	-1
 837)	-1
 838)	-1
 839)	-1
 840)	-1
 841)	-1
 842)	-1
 843)	-1
 844)	-1
 845)	-1
 846)	-1
 847)	-1
 848)	-1
 849)	-1
 850)	-1
 851)	-1
 852)	-1
 853)	-1
 854)	-1
 855)	-1
 856)	-1
 857)	-1
 858)	-1
 859)	-1
 860)	-1
 861)	-1
 862)	-1
 863)	-1
 864)	-1
 865)	-1
 866)	-1
 867)	-1
 868)	-1
 869)	-1
 870)	-1
 871)	-1
 872)	-1
 873)	-1
 874)	-1
 875)	-1
 876)	-1
 877)	-1
 878)	-1
 879)	-1
 880)	-1
 881)	-1
 882)	-1
 883)	-1
 884)	-1
 885)	-1
 886)	-1
 887)	-1
 888)	-1
 889)	-1
 890)	-1
 891)	-1
 892)	-1
 893)	-1
 894)	-1
 895)	-1
 896)	-1
 897)	-1
 898)	-1
 899)	-1
 900)	-1
 901)	-1
 902)	-1
 903)	-1
 904)	-1
 905)	-1
 906)	-1
 907)	-1
 908)	-1
 909)	-1
 910)	-1
 911)	-1
 912)	-1
 913)	-1
 914)	-1
 915)	-1
 916)	-1
 917)	-1
 918)	-1
 919)	-1
 920)	-1
 921)	-1
 922)	-1
 923)	-1
 924)	-1
 925)	-1
 926)	-1
 927)	-1
 928)	-1
 929)	-1
 930)	-1
 931)	-1
 932)	-1
 933)	-1
 934)	-1
 935)	-1
 936)	-1
 937)	-1
 938)	-1
 939)	-1
 940)	-1
 941)	-1
 942)	-1
 943)	-1
 944)	-1
 945)	-1
 946)	-1
 947)	-1
 948)	-1
 949)	-1
 950)	-1
 951)	-1
 952)	-1
 953)	-1
 954)	-1
 955)	-1
 956)	-1
 957)	-1
 958)	-1
 959)	-1
 960)	232
 961)	19
 962)	158
 963)	38
 964)	175
 965)	197
 966)	114
 967)	68
 968)	188
 969)	109
 970)	120
 971)	80
 972)	102
 973)	47
 974)	102
 975)	143
 976)	142
 977)	79
 978)	160
 979)	52
 980)	3
 981)	124
 982)	114
 983)	32
 984)	70
 985)	18
 986)	189
 987)	123
 988)	116
 989)	190
 990)	247
 991)	56
 992)	17
 993)	157
 994)	230
 995)	3
 996)	139
 997)	79
 998)	204
 999)	66
 1000)	22
 1001)	167
 1002)	208
 1003)	141
 1004)	155
 1005)	125
 1006)	158
 1007)	16
 1008)	54
 1009)	157
 1010)	56
 1011)	53
 1012)	118
 1013)	49
 1014)	163
 1015)	35
 1016)	84
 1017)	116
 1018)	30
 1019)	193
 1020)	22
 1021)	211
 1022)	24
 1023)	89
 1024)	251
 1025)	223
 1026)	42
 1027)	123
 1028)	228
 1029)	43
 1030)	13
 1031)	211
 1032)	160
 1033)	178
 1034)	15
 1035)	154
 1036)	233
 1037)	126
 1038)	200
 1039)	14
 1040)	30
 1041)	19
 1042)	234
 1043)	106
 1044)	32
 1045)	185
 1046)	15
 1047)	104
 1048)	6
 1049)	228
 1050)	183
 1051)	173
 1052)	125
 1053)	202
 1054)	177
 1055)	131
 1056)	16
 1057)	162
 1058)	158
 1059)	159
 1060)	216
 1061)	57
 1062)	71
 1063)	143
 1064)	122
 1065)	143
 1066)	112
 1067)	87
 1068)	189
 1069)	144
 1070)	239
 1071)	236
 1072)	95
 1073)	180
 1074)	30
 1075)	98
 1076)	232
 1077)	214
 1078)	53
 1079)	197
 1080)	135
 1081)	82
 1082)	39
 1083)	148
 1084)	205
 1085)	228
 1086)	83
 1087)	235
 1088)	181
 1089)	162
 1090)	217
 1091)	40
 1092)	97
 1093)	52
 1094)	67
 1095)	171
 1096)	90
 1097)	217
 1098)	201
 1099)	56
 1100)	80
 1101)	186
 1102)	53
 1103)	12
 1104)	76
 1105)	140
 1106)	215
 1107)	199
 1108)	170
 1109)	121
 1110)	47
 1111)	13
 1112)	0
 1113)	39
 1114)	144
 1115)	8
 1116)	4
 1117)	80
 1118)	190
 1119)	216
 1120)	123
 1121)	146
 1122)	8
 1123)	155
 1124)	183
 1125)	109
 1126)	225
 1127)	194
 1128)	46
 1129)	19
 1130)	206
 1131)	189
 1132)	163
 1133)	213
 1134)	34
 1135)	70
 1136)	185
 1137)	39
 1138)	238
 1139)	87
 1140)	40
 1141)	232
 1142)	122
 1143)	39
 1144)	47
 1145)	60
 1146)	46
 1147)	190
 1148)	208
 1149)	250
 1150)	209
 1151)	173
 1152)	145
 1153)	180
 1154)	180
 1155)	44
 1156)	67
 1157)	206
 1158)	69
 1159)	192
 1160)	219
 1161)	115
 1162)	68
 1163)	101
 1164)	87
 1165)	180
 1166)	76
 1167)	218
 1168)	74
 1169)	187
 1170)	198
 1171)	37
 1172)	140
 1173)	95
 1174)	122
 1175)	36
 1176)	213
 1177)	172
 1178)	196
 1179)	195
 1180)	10
 1181)	203
 1182)	125
 1183)	126
 1184)	72
 1185)	4
 1186)	64
 1187)	186
 1188)	51
 1189)	121
 1190)	202
 1191)	80
 1192)	29
 1193)	79
 1194)	245
 1195)	189
 1196)	142
 1197)	75
 1198)	238
 1199)	239
 1200)	230
 1201)	205
 1202)	0
 1203)	231
 1204)	63
 1205)	217
 1206)	101
 1207)	208
 1208)	204
 1209)	96
 1210)	39
 1211)	128
 1212)	123
 1213)	227
 1214)	126
 1215)	39
 1216)	63
 1217)	206
 1218)	216
 1219)	199
 1220)	29
 1221)	190
 1222)	44
 1223)	165
 1224)	79
 1225)	13
 1226)	19
 1227)	85
 1228)	222
 1229)	165
 1230)	237
 1231)	0
 1232)	185
 1233)	41
 1234)	44
 1235)	87
 1236)	3
 1237)	84
 1238)	65
 1239)	15
 1240)	241
 1241)	167
 1242)	79
 1243)	177
 1244)	239
 1245)	251
 1246)	223
 1247)	225
 1248)	83
 1249)	209
 1250)	249
 1251)	214
 1252)	228
 1253)	253
 1254)	167
 1255)	162
 1256)	188
 1257)	197
 1258)	165
 1259)	141
 1260)	248
 1261)	19
 1262)	25
 1263)	206
 1264)	75
 1265)	24
 1266)	140
 1267)	90
 1268)	226
 1269)	173
 1270)	195
 1271)	138
 1272)	227
 1273)	71
 1274)	248
 1275)	126
 1276)	77
 1277)	196
 1278)	38
 1279)	144
 1280)	219
 1281)	12
 1282)	68
 1283)	56
 1284)	220
 1285)	157
 1286)	193
 1287)	212
 1288)	66
 1289)	158
 1290)	114
 1291)	63
 1292)	132
 1293)	139
 1294)	48
 1295)	90
 1296)	169
 1297)	245
 1298)	250
 1299)	162
 1300)	65
 1301)	70
 1302)	120
 1303)	156
 1304)	112
 1305)	38
 1306)	180
 1307)	241
 1308)	190
 1309)	117
 1310)	158
 1311)	74
 1312)	158
 1313)	125
 1314)	174
 1315)	208
 1316)	177
 1317)	30
 1318)	159
 1319)	130
 1320)	128
 1321)	72
 1322)	127
 1323)	148
 1324)	214
 1325)	177
 1326)	72
 1327)	74
 1328)	75
 1329)	93
 1330)	108
 1331)	33
 1332)	138
 1333)	250
 1334)	173
 1335)	49
 1336)	96
 1337)	170
 1338)	14
 1339)	237
 1340)	228
 1341)	28
 1342)	102
 1343)	130
 1344)	30
 1345)	111
 1346)	160
 1347)	103
 1348)	215
 1349)	250
 1350)	183
 1351)	203
 1352)	203
 1353)	146
 1354)	10
 1355)	94
 1356)	155
 1357)	184
 1358)	212
 1359)	184
 1360)	4
 1361)	217
 1362)	149
 1363)	71
 1364)	120
 1365)	109
 1366)	103
 1367)	25
 1368)	0
 1369)	28
 1370)	50
 1371)	76
 1372)	144
 1373)	173
 1374)	246
 1375)	149
 1376)	225
 1377)	136
 1378)	131
 1379)	9
 1380)	249
 1381)	53
 1382)	246
 1383)	96
 1384)	249
 1385)	65
 1386)	23
 1387)	216
 1388)	125
 1389)	38
 1390)	156
 1391)	96
 1392)	65
 1393)	135
 1394)	88
 1395)	239
 1396)	254
 1397)	78
 1398)	110
 1399)	5
 1400)	47
 1401)	63
 1402)	43
 1403)	2
 1404)	253
 1405)	90
 1406)	234
 1407)	120
 1408)	97
 1409)	211
 1410)	180
 1411)	201
 1412)	5
 1413)	68
 1414)	78
 1415)	185
 1416)	110
 1417)	47
 1418)	203
 1419)	122
 1420)	122
 1421)	201
 1422)	245
 1423)	245
 1424)	119
 1425)	42
 1426)	26
 1427)	87
 1428)	149
 1429)	230
 1430)	41
 1431)	12
 1432)	113
 1433)	2
 1434)	30
 1435)	139
 1436)	50
 1437)	53
 1438)	95
 1439)	76
 1440)	179
 1441)	109
 1442)	190
 1443)	214
 1444)	88
 1445)	89
 1446)	211
 1447)	191
 1448)	4
 1449)	125
 1450)	18
 1451)	217
 1452)	30
 1453)	111
 1454)	115
 1455)	17
 1456)	42
 1457)	79
 1458)	173
 1459)	111
 1460)	126
 1461)	116
 1462)	71
 1463)	1
 1464)	28
 1465)	126
 1466)	26
 1467)	45
 1468)	180
 1469)	85
 1470)	38
 1471)	48
 1472)	242
 1473)	160
 1474)	136
 1475)	218
 1476)	109
 1477)	58
 1478)	142
 1479)	142
 1480)	245
 1481)	116
 1482)	37
 1483)	26
 1484)	206
 1485)	130
 1486)	249
 1487)	116
 1488)	97
 1489)	241
 1490)	193
 1491)	219
 1492)	228
 1493)	181
 1494)	36
 1495)	140
 1496)	70
 1497)	1
 1498)	125
 1499)	18
 1500)	166
 1501)	150
 1502)	111
 1503)	184
 1504)	140
 1505)	87
 1506)	111
 1507)	128
 1508)	245
 1509)	34
 1510)	107
 1511)	234
 1512)	116
 1513)	91
 1514)	156
 1515)	226
 1516)	12
 1517)	50
 1518)	124
 1519)	141
 1520)	180
 1521)	128
 1522)	216
 1523)	149
 1524)	28
 1525)	238
 1526)	169
 1527)	175
 1528)	152
 1529)	84
 1530)	98
 1531)	49
 1532)	135
 1533)	3
 1534)	88
 1535)	59
 1536)	84
 1537)	152
 1538)	0
 1539)	49
 1540)	175
 1541)	251
 1542)	195
 1543)	108
 1544)	233
 1545)	60
 1546)	1
 1547)	162
 1548)	144
 1549)	166
 1550)	127
 1551)	165
 1552)	145
 1553)	15
 1554)	240
 1555)	17
 1556)	245
 1557)	87
 1558)	2
 1559)	64
 1560)	12
 1561)	105
 1562)	228
 1563)	124
 1564)	24
 1565)	94
 1566)	34
 1567)	141
 1568)	140
 1569)	29
 1570)	208
 1571)	203
 1572)	120
 1573)	249
 1574)	170
 1575)	157
 1576)	206
 1577)	8
 1578)	113
 1579)	173
 1580)	221
 1581)	241
 1582)	119
 1583)	106
 1584)	17
 1585)	58
 1586)	79
 1587)	177
 1588)	135
 1589)	240
 1590)	182
 1591)	59
 1592)	219
 1593)	239
 1594)	189
 1595)	252
 1596)	34
 1597)	245
 1598)	125
 1599)	126
 1600)	6
 1601)	85
 1602)	104
 1603)	11
 1604)	183
 1605)	193
 1606)	118
 1607)	179
 1608)	59
 1609)	108
 1610)	104
 1611)	175
 1612)	86
 1613)	152
 1614)	29
 1615)	130
 1616)	116
 1617)	34
 1618)	171
 1619)	20
 1620)	238
 1621)	17
 1622)	177
 1623)	211
 1624)	124
 1625)	17
 1626)	202
 1627)	100
 1628)	224
 1629)	250
 1630)	22
 1631)	222
 1632)	199
 1633)	147
 1634)	141
 1635)	203
 1636)	142
 1637)	119
 1638)	99
 1639)	23
 1640)	248
 1641)	17
 1642)	246
 1643)	242
 1644)	91
 1645)	246
 1646)	52
 1647)	26
 1648)	250
 1649)	205
 1650)	159
 1651)	85
 1652)	166
 1653)	177
 1654)	118
 1655)	92
 1656)	182
 1657)	154
 1658)	151
 1659)	23
 1660)	2
 1661)	241
 1662)	70
 1663)	128
 1664)	74
 1665)	59
 1666)	184
 1667)	226
 1668)	170
 1669)	196
 1670)	93
 1671)	207
 1672)	136
 1673)	204
 1674)	65
 1675)	55
 1676)	18
 1677)	254
 1678)	70
 1679)	93
 1680)	191
 1681)	151
 1682)	82
 1683)	131
 1684)	184
 1685)	211
 1686)	239
 1687)	95
 1688)	121
 1689)	101
 1690)	77
 1691)	168
 1692)	118
 1693)	207
 1694)	15
 1695)	83
 1696)	126
 1697)	14
 1698)	126
 1699)	194
 1700)	176
 1701)	109
 1702)	126
 1703)	151
 1704)	240
 1705)	187
 1706)	184
 1707)	35
 1708)	124
 1709)	153
 1710)	171
 1711)	187
 1712)	249
 1713)	29
 1714)	47
 1715)	115
 1716)	131
 1717)	226
 1718)	170
 1719)	227
 1720)	172
 1721)	222
 1722)	134
 1723)	169
 1724)	12
 1725)	117
 1726)	77
 1727)	215
 1728)	19
 1729)	240
 1730)	192
 1731)	131
 1732)	146
 1733)	210
 1734)	59
 1735)	242
 1736)	199
 1737)	11
 1738)	55
 1739)	37
 1740)	48
 1741)	4
 1742)	229
 1743)	63
 1744)	60
 1745)	131
 1746)	185
 1747)	111
 1748)	246
 1749)	101
 1750)	90
 1751)	11
 1752)	252
 1753)	155
 1754)	153
 1755)	0
 1756)	178
 1757)	82
 1758)	59
 1759)	11
 1760)	138
 1761)	6
 1762)	170
 1763)	143
 1764)	60
 1765)	189
 1766)	202
 1767)	154
 1768)	93
 1769)	238
 1770)	129
 1771)	180
 1772)	95
 1773)	30
 1774)	209
 1775)	74
 1776)	18
 1777)	93
 1778)	77
 1779)	7
 1780)	196
 1781)	184
 1782)	95
 1783)	70
 1784)	165
 1785)	108
 1786)	126
 1787)	207
 1788)	16
 1789)	152
 1790)	21
 1791)	139
 1792)	208
 1793)	171
 1794)	158
 1795)	50
 1796)	133
 1797)	186
 1798)	169
 1799)	93
 1800)	69
 1801)	201
 1802)	230
 1803)	249
 1804)	199
 1805)	230
 1806)	25
 1807)	160
 1808)	58
 1809)	252
 1810)	183
 1811)	112
 1812)	214
 1813)	3
 1814)	103
 1815)	215
 1816)	135
 1817)	65
 1818)	21
 1819)	117
 1820)	105
 1821)	112
 1822)	163
 1823)	48
 1824)	252
 1825)	101
 1826)	9
 1827)	60
 1828)	10
 1829)	243
 1830)	82
 1831)	18
 1832)	103
 1833)	249
 1834)	130
 1835)	242
 1836)	164
 1837)	55
 1838)	214
 1839)	118
 1840)	125
 1841)	210
 1842)	213
 1843)	240
 1844)	65
 1845)	184
 1846)	180
 1847)	196
 1848)	151
 1849)	221
 1850)	146
 1851)	249
 1852)	223
 1853)	179
 1854)	42
 1855)	69
 1856)	148
 1857)	230
 1858)	22
 1859)	115
 1860)	233
 1861)	209
 1862)	42
 1863)	145
 1864)	50
 1865)	152
 1866)	195
 1867)	17
 1868)	86
 1869)	253
 1870)	7
 1871)	13
 1872)	44
 1873)	30
 1874)	208
 1875)	23
 1876)	33
 1877)	156
 1878)	230
 1879)	90
 1880)	203
 1881)	75
 1882)	84
 1883)	87
 1884)	201
 1885)	71
 1886)	11
 1887)	226
 1888)	79
 1889)	219
 1890)	66
 1891)	189
 1892)	132
 1893)	13
 1894)	134
 1895)	169
 1896)	229
 1897)	43
 1898)	236
 1899)	220
 1900)	23
 1901)	152
 1902)	114
 1903)	158
 1904)	44
 1905)	178
 1906)	26
 1907)	32
 1908)	228
 1909)	183
 1910)	234
 1911)	14
 1912)	254
 1913)	71
 1914)	56
 1915)	82
 1916)	68
 1917)	134
 1918)	13
 1919)	124
 1920)	75
 1921)	141
 1922)	58
 1923)	49
 1924)	11
 1925)	169
 1926)	117
 1927)	79
 1928)	254
 1929)	244
 1930)	231
 1931)	14
 1932)	121
 1933)	197
 1934)	115
 1935)	149
 1936)	37
 1937)	43
 1938)	221
 1939)	35
 1940)	136
 1941)	64
 1942)	90
 1943)	196
 1944)	122
 1945)	163
 1946)	223
 1947)	35
 1948)	117
 1949)	207
 1950)	49
 1951)	201
 1952)	110
 1953)	76
 1954)	157
 1955)	173
 1956)	142
 1957)	166
 1958)	171
 1959)	235
 1960)	81
 1961)	183
 1962)	168
 1963)	0
 1964)	35
 1965)	144
 1966)	249
 1967)	232
 1968)	159
 1969)	130
 1970)	207
 1971)	119
 1972)	102
 1973)	179
 1974)	17
 1975)	117
 1976)	193
 1977)	151
 1978)	168
 1979)	17
 1980)	241
 1981)	176
 1982)	48
 1983)	191
 1984)	115
 1985)	216
 1986)	80
 1987)	199
 1988)	134
 1989)	114
 1990)	109
 1991)	65
 1992)	115
 1993)	166
 1994)	24
 1995)	10
 1996)	173
 1997)	123
 1998)	172
 1999)	138
 2000)	80
 2001)	77
 2002)	95
 2003)	159
 2004)	90
 2005)	193
 2006)	145
 2007)	34
 2008)	123
 2009)	209
 2010)	221
 2011)	192
 2012)	93
 2013)	219
 2014)	105
 2015)	66
 2016)	85
 2017)	253
 2018)	81
 2019)	84
 2020)	209
 2021)	170
 2022)	234
 2023)	145
 2024)	117
 2025)	143
 2026)	190
 2027)	54
 2028)	135
 2029)	21
 2030)	38
 2031)	56
 2032)	49
 2033)	250
 2034)	214
 2035)	180
 2036)	212
 2037)	224
 2038)	39
 2039)	156
 2040)	229
 2041)	150
 2042)	242
 2043)	221
 2044)	245
 2045)	24
 2046)	9
 2047)	165
 2048)	67
 2049)	135
 2050)	128
 2051)	148
 2052)	57
 2053)	186
 2054)	216
 2055)	218
 2056)	13
 2057)	107
 2058)	29
 2059)	202
 2060)	213
 2061)	199
 2062)	38
 2063)	141
 2064)	21
 2065)	211
 2066)	145
 2067)	1
 2068)	209
 2069)	143
 2070)	210
 2071)	22
 2072)	112
 2073)	231
 2074)	37
 2075)	51
 2076)	51
 2077)	252
 2078)	101
 2079)	98
 2080)	111
 2081)	95
 2082)	142
 2083)	173
 2084)	241
 2085)	18
 2086)	107
 2087)	180
 2088)	220
 2089)	213
 2090)	27
 2091)	138
 2092)	75
 2093)	39
 2094)	1
 2095)	43
 2096)	49
 2097)	150
 2098)	18
 2099)	134
 2100)	175
 2101)	53
 2102)	202
 2103)	173
 2104)	127
 2105)	161
 2106)	101
 2107)	121
 2108)	183
 2109)	224
 2110)	194
 2111)	142
 2112)	24
 2113)	67
 2114)	58
 2115)	149
 2116)	27
 2117)	0
 2118)	26
 2119)	207
